user_id,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,pitch_mean,energy_mean,zcr_mean,rolloff_mean
1,-1108.148,7.4161706,0.2618729,4.282705,0.7498832,1.3336409,-1.2065537,1.940872,-0.5025827,0.473058,-0.41534904,0.7884362,-0.16988869,0.09439291,0.06504706,0.07311904,0.10609965,0.014929303,0.05213563,0.04367213,-0.0251614,0.030646976,0.003373049,-0.03422013,0.034931574,-0.016855227,0.07687754,0.058038622,0.061462786,0.08638958,0.013957536,0.04155331,0.032128062,-0.019632874,0.02014718,0.0009966647,-0.02827787,0.024867637,-0.013587225,9.702755711,2.08E-05,0.8004399052,9648.619588
1,-684.31085,75.1648,-20.08308,32.894222,-13.320622,5.693525,9.980085,-9.642665,-4.9078093,4.9211974,-5.6844625,2.109457,-11.786652,0.017648062,-0.019091818,0.004262465,0.012532004,-0.023384394,0.02321743,-0.012170173,-0.004496477,0.018916033,-0.024345946,0.018334566,-0.0038307132,-0.012266547,0.0053778756,-0.0058060754,0.0012626471,0.003867273,-0.0071527604,0.0070461254,-0.003615141,-0.001497463,0.0058635254,-0.007427538,0.005478276,-0.0009732335,-0.0039331117,17.33440439,0.0035727455,0.3518676758,5266.114299
1,-720.6925,57.273907,-3.8652322,21.518492,-3.2424495,0.3317625,4.071586,-12.672791,-6.1380467,7.366163,-8.850878,-6.598113,-3.4240508,0.0006651702,0.00094039354,0.0009393427,0.0009375855,0.0009351748,0.0009321107,0.0009283313,0.0009239073,0.0009187769,0.0009130063,0.00090659107,0.0008995091,0.00089178706,0.00060469133,0.0008548631,0.0008539182,0.0008524259,0.000850183,0.0008473661,0.00084391347,0.00083992217,0.0008352421,0.00082997925,0.0008241645,0.00081772276,0.00081070705,9.523519418,0.003925245,0.5434050383,6802.548218
1,-650.86444,47.336895,-12.370374,31.35059,4.6664066,0.20982361,-1.239197,-8.8315935,-6.08642,0.661955,-11.18766,-5.6854863,-5.8721943,0,-7.06E-08,-3.53E-08,3.53E-08,-1.77E-08,0,8.83E-09,-8.83E-09,-1.77E-08,-8.83E-09,-8.83E-09,-8.83E-09,0,-3.53E-08,-3.53E-08,-3.53E-08,-1.77E-08,2.65E-08,2.65E-08,-1.32E-08,0,8.83E-09,1.99E-08,1.32E-08,8.83E-09,0,16.99817294,0.004993722,0.5150462963,6659.442139
1,-617.8528,49.343937,-3.521568,31.096132,1.7298112,2.092349,-4.933985,-9.387814,-5.6819806,-0.8285977,-11.166876,-5.9317102,-6.3704214,-1.41E-07,3.53E-08,0,3.53E-08,0,-8.83E-09,-2.65E-08,0,8.83E-09,-4.42E-09,-1.77E-08,4.42E-09,0,0,-3.53E-08,0,-3.53E-08,-2.21E-08,1.77E-08,0,-1.77E-08,1.27E-08,1.77E-08,4.42E-09,1.77E-08,0,17.91653876,0.0055015218,0.4610075774,6066.780599
1,-662.96643,39.768253,0.15668008,24.108145,-2.0760906,-1.4661351,-0.38707033,-5.543597,-7.087023,-2.0146239,-7.425446,-5.244482,-4.1995854,0.14712107,-0.17394365,0.085065804,0.024037467,-0.112680756,0.15110075,-0.13198735,0.07159966,-0.00060361845,-0.050519176,0.06447706,-0.04286019,0.0026914102,-0.09299947,0.10937105,-0.051808223,-0.01843349,0.074719176,-0.09783937,0.08355245,-0.0431113,-0.0030508395,0.035129663,-0.04249567,0.027163789,-0.0010812879,17.45669723,0.004513091,0.5548253942,6904.083252
1,-646.1934,64.12459,-12.688324,29.487883,-0.48553833,-0.5360407,-8.540459,-11.558751,-6.062216,2.3215647,-13.492199,-3.2882628,-4.9641643,-0.44284204,0.21951927,0.22764128,-0.1176097,0.01632037,-0.09879546,0.091030456,-0.02088377,-0.018552056,-0.0037439482,0.023629962,0.017572774,0.00023759902,0.2347144,-0.10628654,-0.115992725,0.0401243,-0.012465512,0.050157405,-0.025709303,0.01735085,-0.01040169,0.009843905,-0.022407515,-0.0061282823,0.005879104,16.44133699,0.005972416,0.4548385055,6012.349447
1,-614.7806,57.12238,-2.5454366,25.4527,-3.1143725,-2.6742344,-0.5215191,-8.861177,-10.019348,-0.80684674,-9.332162,-2.9776545,-4.4436345,-3.53E-08,0,8.83E-09,0,-3.53E-08,-8.83E-09,-8.83E-09,6.62E-09,2.65E-08,-8.83E-09,-8.83E-09,-2.21E-09,-2.21E-09,3.53E-08,-5.30E-08,-2.21E-08,8.83E-09,1.77E-08,2.65E-08,2.21E-09,8.83E-09,3.53E-08,-4.42E-09,-8.83E-09,2.21E-09,6.62E-09,17.62765391,0.006228415,0.4475188079,5778.325399
1,-617.66656,56.849697,-8.308876,10.773839,-4.3044195,-3.0549128,-1.1562884,-6.854019,-8.681795,0.5984267,-4.474819,-2.6702738,-1.6075997,1.41E-07,0,0,-1.77E-08,-1.77E-08,0,8.83E-09,0,8.83E-09,-4.42E-09,0,0,8.83E-09,7.06E-08,3.53E-08,-8.83E-09,0,-2.21E-08,-8.83E-09,4.42E-09,-1.43E-08,4.42E-09,-2.21E-09,0,0,4.42E-09,21.76351115,0.0075791697,0.5569322374,6812.068685
1,-620.53125,52.88201,-10.164153,24.494236,4.267083,0.047233015,-7.988747,-7.889984,-8.595221,1.1227992,-7.957697,-5.0458994,-4.7189765,-1.41E-07,1.06E-07,0,1.77E-08,1.77E-08,0,0,-2.65E-08,0,-2.21E-08,8.83E-09,4.42E-09,-1.10E-09,0,3.53E-08,0,1.77E-08,-8.83E-09,0,8.83E-09,-1.77E-08,-1.77E-08,-8.83E-09,-1.32E-08,6.62E-09,0,18.46348329,0.006575788,0.4641542788,5974.167887
1,-564.71155,43.338135,0.48122406,23.467258,-0.7903804,-6.963878,-2.0352187,-4.508747,-6.834223,-5.013098,-8.067269,-1.4980714,-3.976109,0,5.30E-08,-3.53E-08,-3.53E-08,-1.77E-08,-1.77E-08,4.42E-09,0,8.83E-09,0,0,0,-8.83E-09,1.77E-08,-3.53E-08,-4.42E-09,-4.42E-09,2.21E-08,-3.53E-08,-1.77E-08,4.42E-09,0,4.42E-09,1.10E-08,-8.83E-09,-2.21E-09,21.68890269,0.0071282266,0.4384336118,5830.413818
1,-585.3471,60.857983,-14.733262,23.404125,-1.8471575,1.035927,-9.327641,-9.356851,-10.199635,-3.3851666,-8.800581,-3.766627,-7.7722406,-0.050803926,-0.07029738,-0.06575657,-0.058546454,-0.049168948,-0.038260706,-0.02653583,-0.014722948,-0.0035036404,0.006542321,0.01497851,0.021537665,0.02612914,0.029948464,0.041287582,0.03817381,0.03325724,0.026918786,0.019638963,0.011951177,0.004391997,-0.0025477586,-0.008465092,-0.013076345,-0.016235026,-0.017934294,20.88144908,0.0068843407,0.3519716616,4838.839722
1,-559.0364,72.23131,-11.299602,21.397774,4.1448574,-0.9850563,1.0255779,-14.072251,-10.127521,0.55466056,-9.313656,-5.406876,-6.635621,1.41E-07,-7.06E-08,1.77E-08,-2.65E-08,0,1.77E-08,1.77E-08,0,-1.77E-08,8.83E-09,1.77E-08,-4.42E-09,6.62E-09,-1.77E-08,-7.06E-08,3.53E-08,2.65E-08,4.42E-09,0,-1.32E-08,1.32E-08,-1.77E-08,-1.77E-08,8.83E-09,4.42E-09,6.62E-09,27.76474409,0.010780648,0.3718939887,5215.222168
1,-671.0317,59.619987,-13.359479,40.702538,4.0227146,-0.7285518,0.59178627,-6.5610785,-6.78455,-0.24517596,-9.858466,-1.1473422,-5.998368,-1.41E-07,-7.06E-08,1.77E-08,-3.53E-08,8.83E-09,7.95E-08,-8.83E-09,1.77E-08,0,8.83E-09,1.32E-08,-6.62E-09,-8.83E-09,-7.06E-08,-6.18E-08,-8.83E-09,-2.65E-08,4.42E-09,4.86E-08,2.21E-08,4.42E-09,-1.99E-08,1.10E-09,-8.83E-09,-8.83E-09,0,18.69450207,0.0048938273,0.4410264757,6302.200317
1,-649.22784,58.617466,-21.633888,38.54909,2.786275,-7.0893497,3.6252227,-4.562889,-2.0603154,0.62755173,-10.986515,-0.28983837,-5.0711637,6.18E-08,7.06E-08,8.83E-08,8.83E-09,1.77E-08,0,0,-4.42E-09,0,-1.77E-08,2.21E-09,-8.83E-09,1.10E-09,-6.18E-08,-1.77E-08,7.06E-08,2.21E-08,1.77E-08,1.77E-08,0,-8.83E-09,-1.77E-08,8.83E-09,-1.21E-08,-7.73E-09,-8.83E-09,16.69380324,0.005197342,0.4314891674,6056.013997
1,-728.1493,63.766624,18.537483,15.476876,4.626829,2.231592,-0.38568357,-0.44019806,-0.7322659,-3.6088703,-3.7603912,3.3312445,-3.459667,-1.0071884,0.42259583,0.0949034,0.25483724,0.11730252,-0.09244295,-0.079668894,-0.18439104,0.14561538,-0.019169012,-0.15989238,0.06264612,0.066771,0.06364699,-0.118145436,-0.0015781278,-0.005660728,-0.022443278,-0.023386015,-0.033526424,-0.008734698,-0.026120253,-0.039340004,-0.009226503,-0.016408753,-0.013588897,14.80351299,0.0022007022,0.06143075448,2927.767944
1,-617.10626,58.099655,15.191096,13.379994,-0.77388567,4.75282,2.0651133,-6.94184,-2.5547957,1.2814252,3.8770065,3.9171808,-10.31148,-0.4401508,0.44174588,-0.09597282,-0.08568681,0.044280466,0.017944777,0.0260898,-0.08978195,0.07165153,-0.013280584,-0.009708272,0.019930713,-0.062386937,0.2021531,-0.18265541,-0.006660294,0.08429966,-0.025452614,-0.034533605,0.015688326,0.0240419,-0.020233419,-3.55E-05,-0.0068926327,0.01737075,0.005067123,20.84123226,0.0051610433,0.1251763238,4001.836141
1,-667.89844,46.477196,21.575052,26.149216,12.417033,5.516,-2.3560226,-4.346645,-0.28481424,-1.0111749,-5.1452,-0.79666466,-6.31181,-0.01545461,-0.00014139105,0.015266771,0.005760581,-0.0056461403,-0.012217557,-0.002680911,0.014057883,0.011669044,-0.01606877,-0.011779317,0.00979312,0.0084226355,-0.003873154,-0.003362232,0.005011912,0.009688748,-0.005490891,-0.011075572,0.0044674696,0.006791755,0.0013926647,-0.002924482,-0.007163825,-0.00012922287,0.01052151,19.78266384,0.004155892,0.1223189742,3924.575806
1,-599.37744,43.670654,13.652813,16.80305,9.077407,-0.4314465,-6.324859,-2.3010504,0.17431754,-2.4681842,-2.9721043,1.7581673,-5.958143,-0.26376224,0.26237056,-0.050137695,-0.094240144,0.14243077,-0.11968943,0.063522786,-0.049903598,0.07098459,-0.027400926,-0.06575814,0.0935974,-0.04981524,0.11368891,-0.11668658,0.013094195,0.07060485,-0.07116027,0.021926606,0.0011517031,0.012498926,-0.02541543,0.020592466,-0.00011536037,-0.022371985,0.019101776,17.30245207,0.0039450484,0.1568965205,4620.616659
1,-720.74146,39.02945,12.007378,19.066027,8.603265,-1.2877383,-0.97888523,-4.085552,-2.9130812,-2.059847,-5.139607,-0.27255747,-5.450357,-0.11400622,0.4353865,0.23215581,0.60278475,0.400477,-0.07270913,0.13197975,-0.062495675,0.008511398,-0.1009123,-0.03716496,0.020382121,-0.07065323,-0.5740384,0.020367863,-0.051223844,-0.2075715,0.044478625,0.082520306,0.059931774,-0.06583711,0.0024575072,0.04417538,0.11821123,-0.021759465,0.0061514475,17.35294959,0.002788488,0.1057942708,4005.923462
1,-668.95013,45.10361,23.346142,18.454699,4.365606,2.075958,6.0752993,0.57423556,-4.9486523,0.72367257,-8.64583,1.311317,-4.1549373,-0.050460603,0.0017531713,0.08440922,0.06772928,-0.028289972,-0.061791614,0.03237002,0.08446211,0.04044033,-0.04695423,-0.037350133,0.0523639,0.06882928,-0.048941296,-0.021919992,0.038148493,0.026420267,-0.041553587,-0.062164005,-0.0004252151,0.039804395,0.008774073,-0.05209679,-0.04399536,0.015247102,0.031867106,20.56380994,0.00408023,0.08460376881,3587.521362
1,-619.0718,50.724106,18.793995,23.436722,9.528045,4.879108,-8.369226,-3.139694,0.74350554,0.8575832,-3.276153,3.082201,-5.571345,-0.08078159,-0.03414366,0.09276999,0.08828216,-0.038071092,-0.106893204,-0.02577934,0.08553028,0.072643846,-0.037517667,-0.08682777,-0.014275317,0.069053285,-0.008638859,-0.0037582186,0.009776892,0.00960958,-0.0036427975,-0.011343845,-0.003294702,0.008618725,0.00803286,-0.0032002837,-0.0089920005,-0.0021923427,0.0066053383,19.23392881,0.005498333,0.1361355252,3989.12557
1,-642.69196,59.144657,17.220764,15.356129,0.45924956,4.795255,-1.9026664,-4.4531455,-0.2447431,-3.4494302,-2.699223,1.2426331,-6.964904,0.027295642,-0.011296308,-0.017615248,-0.007938553,0.039005075,-0.017383695,-0.013538376,-0.0040935986,0.03158943,-0.011458097,-0.023346446,0.016623378,0.006335594,-0.06388534,0.04740806,0.0019113047,0.025868809,-0.05857156,0.015320919,0.033934806,-0.0068412223,-0.033726692,0.0068984604,0.03367583,-0.013574254,-0.019854978,13.93728668,0.004203713,0.1105143229,3161.592611
1,-602.2147,61.01939,7.223806,12.721793,5.7073946,-0.02775708,-2.2030222,-4.7327094,-4.579405,-2.3399982,-2.421187,1.9703631,-4.3008246,-0.02087307,0.007500472,0.00628648,0.011958776,-0.00013543942,-0.025648816,0.008888298,0.0046819933,0.015024035,-0.008111203,-0.01787338,0.0051462674,0.008438945,-0.0070516975,0.0027464407,0.0016071752,0.00474513,-0.0010728659,-0.0073907906,0.0018949641,0.0024096128,0.004461977,-0.0025178636,-0.005879963,0.0015127416,0.0030904566,21.02391652,0.0060002715,0.1191948785,3894.668579
1,-616.70715,47.828854,20.732138,20.845793,12.516007,4.690863,-4.1644,-2.2856457,0.48366743,0.49809146,-6.5912223,4.1674886,-7.4105616,-0.039050207,-0.019141832,0.028505502,0.052515738,0.008918532,-0.035343222,-0.04499418,0.00036481576,0.03857205,0.034301206,-0.0072722435,-0.03794506,-0.022630658,-0.019692386,-0.009432016,0.0141088255,0.026483713,0.0043783365,-0.017588325,-0.022691198,0.00018110099,0.019321641,0.0172946,-0.0035645785,-0.019159237,-0.011394225,28.76492798,0.005778997,0.1257233796,3877.422078
1,-622.73584,46.674583,22.444958,18.800663,4.119372,4.1403446,3.402835,-1.232271,-3.366086,0.50939167,-6.6699347,2.8379557,-5.56781,0.22291163,-0.36298996,-0.17418545,0.037280187,-0.056860343,-0.17591508,-0.1590946,-0.059480306,0.012504648,-0.024152959,-0.13106042,-0.12911195,-0.020802021,0.17239892,-0.074938476,-0.06174462,-0.0007504534,0.008269142,0.028447814,0.018943893,-0.0046082074,-0.017481998,-0.019550165,0.009425614,0.01304717,-0.0044637653,22.17993248,0.004627442,0.1077541775,3774.740601
1,-618.831,46.82259,24.00706,17.302574,8.509932,7.036734,-3.447054,-2.9750478,-1.1601565,-3.0090072,-5.8918447,1.7669245,-5.299847,-0.080214605,-0.039208658,0.07908748,0.0919573,-0.002801012,-0.08824752,-0.06016309,0.039638147,0.07447294,0.01540919,-0.04757993,-0.044713553,0.010925421,-0.039041907,-0.019278066,0.038404483,0.0451542,-0.0009867836,-0.043110758,-0.030086076,0.018779954,0.037279032,0.008855601,-0.02369672,-0.023638789,0.004479041,17.45722621,0.004933264,0.1220409252,3533.538818
1,-637.9563,67.104355,13.852026,16.089521,9.102584,4.3701234,-0.52522093,-9.343755,-3.695874,-3.052891,-4.656211,1.0955906,-8.150285,-0.10657685,-0.008586531,0.052356824,0.1130743,0.0061596762,-0.111993454,-0.046916936,0.0035012828,0.11825504,0.018323872,-0.04582684,-0.06806791,-0.017524207,-0.0074907937,-0.00197619,0.0049306024,0.00875382,0.00041943567,-0.007935701,-0.005239398,0.001258073,0.008202253,0.0028839288,-0.0036025401,-0.0059671844,-0.0014961472,19.9600885,0.0048021977,0.08240876374,3247.226969
1,-606.24304,50.26131,18.031582,22.862688,11.942932,1.6620909,-4.827603,-2.4151545,-4.6993594,-4.652679,-6.968542,1.27316,-6.853951,-0.04384281,0.023913277,0.004744512,0.016111197,0.009420996,-0.053546283,0.02992448,-0.0055395896,0.024917664,-0.009713935,-0.033278678,0.02984885,-0.012341632,0.005367738,-0.0052826316,0.0020647226,-0.00036274944,-0.0030224721,0.0066277892,-0.0060772453,0.0037983346,-0.0026883592,-9.36E-05,0.0043002586,-0.0054948064,0.004443999,56.98985557,0.0045645987,0.1521516023,4297.120158
1,-588.3297,47.90034,21.643082,24.661055,14.945921,-3.2672083,-5.9085703,-7.0769324,-4.404586,-6.67778,-8.954929,4.31998,-8.212241,-0.0025350077,-0.0008601789,0.0031708435,0.0023802652,-0.0020253041,-0.0033472115,0.00041636714,0.003538211,0.0012803188,-0.0029126804,-0.002670553,0.0016211404,0.0034342695,0.00017715384,6.13E-05,-0.00022056367,-0.00016934784,0.00013745272,0.00023648916,-2.16E-05,-0.00024674114,-9.92E-05,0.00019777262,0.00019575932,-0.0001015619,-0.00024498612,24.57215363,0.007255957,0.1340784144,4012.004598
1,-628.94244,67.686775,-7.605129,14.802862,-1.8423762,4.4066916,2.5165944,-5.0931983,0.35172507,1.841864,-7.598557,-0.5126374,-3.999557,0,0,-3.53E-08,-3.53E-08,5.74E-08,1.77E-08,8.83E-09,-1.77E-08,-4.42E-09,0,-8.83E-09,8.83E-09,-6.62E-09,8.83E-08,-1.77E-08,-3.53E-08,1.77E-08,5.30E-08,0,-1.77E-08,-2.21E-08,4.42E-09,-8.83E-09,-8.83E-09,-4.42E-09,-3.31E-09,19.05802652,0.008393318,0.4793972439,6435.985311
1,-1108.148,7.4161706,0.2618729,4.282705,0.7498832,1.3336409,-1.2065537,1.940872,-0.5025827,0.473058,-0.41534904,0.7884362,-0.16988869,0.09439291,0.06504706,0.07311904,0.10609965,0.014929303,0.05213563,0.04367213,-0.0251614,0.030646976,0.003373049,-0.03422013,0.034931574,-0.016855227,0.07687754,0.058038622,0.061462786,0.08638958,0.013957536,0.04155331,0.032128062,-0.019632874,0.02014718,0.0009966647,-0.02827787,0.024867637,-0.013587225,9.702755711,2.08E-05,0.8004399052,9648.619588
1,-684.31085,75.1648,-20.08308,32.894222,-13.320622,5.693525,9.980085,-9.642665,-4.9078093,4.9211974,-5.6844625,2.109457,-11.786652,0.017648062,-0.019091818,0.004262465,0.012532004,-0.023384394,0.02321743,-0.012170173,-0.004496477,0.018916033,-0.024345946,0.018334566,-0.0038307132,-0.012266547,0.0053778756,-0.0058060754,0.0012626471,0.003867273,-0.0071527604,0.0070461254,-0.003615141,-0.001497463,0.0058635254,-0.007427538,0.005478276,-0.0009732335,-0.0039331117,17.33440439,0.0035727455,0.3518676758,5266.114299
1,-720.6925,57.273907,-3.8652322,21.518492,-3.2424495,0.3317625,4.071586,-12.672791,-6.1380467,7.366163,-8.850878,-6.598113,-3.4240508,0.0006651702,0.00094039354,0.0009393427,0.0009375855,0.0009351748,0.0009321107,0.0009283313,0.0009239073,0.0009187769,0.0009130063,0.00090659107,0.0008995091,0.00089178706,0.00060469133,0.0008548631,0.0008539182,0.0008524259,0.000850183,0.0008473661,0.00084391347,0.00083992217,0.0008352421,0.00082997925,0.0008241645,0.00081772276,0.00081070705,9.523519418,0.003925245,0.5434050383,6802.548218
1,-650.86444,47.336895,-12.370374,31.35059,4.6664066,0.20982361,-1.239197,-8.8315935,-6.08642,0.661955,-11.18766,-5.6854863,-5.8721943,0,-7.06E-08,-3.53E-08,3.53E-08,-1.77E-08,0,8.83E-09,-8.83E-09,-1.77E-08,-8.83E-09,-8.83E-09,-8.83E-09,0,-3.53E-08,-3.53E-08,-3.53E-08,-1.77E-08,2.65E-08,2.65E-08,-1.32E-08,0,8.83E-09,1.99E-08,1.32E-08,8.83E-09,0,16.99817294,0.004993722,0.5150462963,6659.442139
